accession_number,dataset_url,dataset_name,made_public,most_recent_snapshot,num_subjects,modalities,dx_status,ages,tasks,num_trials,study_design,domain_studied,longitudinal,processed_data,species,nondefaced_consent,affirmed_defaced,doi_of_papers_from_source_data_lab,doi_of_paper_published_using_openneuro_dataset,senior_author,size_gb
ds003083,https://openneuro.org/datasets/ds003083/versions/1.0.1,Brain Correlates of Math Processing in Adults,2020-08-18,2021-03-23,26,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","Single-Digit Multiplication, Numerosity Judgement, Single-Digit Subtraction, Rhyming Judgement",,Event Related,Math,No,n/a,Human,n/a,n/a,10.1002/hbm.21159,"Prado J, Mutreja R, Zhang H, Mehta R, Desroches AS, Minas J & Booth JR (2011). Distinct Representations of Subtraction and Multiplication in the Neural Systems for Numerosity and Language. Human Brain Mapping, 32, 1932-1947.","Zhang, Hongchuan",13.92
ds003085,https://openneuro.org/datasets/ds003085/versions/1.0.0,Temporal Dynamics of Emotional Music,2020-08-19,2020-08-19,39,"MRI - func, MRI - anat",,,"rest, sadln, happy, sadsh",,,Affective dynamics,No,n/a,Human,n/a,n/a,,Dynamic intersubject neural synchronization reflects affective responses to sad music,"Kaplan, Jonas",17.19
ds003089,https://openneuro.org/datasets/ds003089/versions/1.0.1,Somatosensory_hierarchical_gradients,2020-08-24,2020-08-25,20,"MRI - func, MRI - anat",,,"StartLip, StartToe",,,Somatosensory,No,n/a,Human,n/a,n/a,https://doi.org/10.1016/j.neuroimage.2020.117257; https://doi.org/10.1093/braincomms/fcaa003,,"Loewenstein, Yonatan",2.63
ds003090,https://openneuro.org/datasets/ds003090/versions/1.0.0,fetal-fMRI,2020-08-25,2020-08-24,159,MRI - func,Healthy / Control,,task-rest,,Observational,Prenatal Development,No,n/a,Human,n/a,n/a,https://doi.org/10.1101/525386,,"Thomason, Moriah",0.2
ds003094,https://openneuro.org/datasets/ds003094/versions/1.0.0,Analogical reasoning sequential design fMRI,2021-04-17,2021-04-17,16,"MRI - func, MRI - anat",Healthy / Control,,Analogy,,,Analogical Reasoning,No,n/a,Human,n/a,n/a,,,"Monti, Martin M.",35.28
ds003095,https://openneuro.org/datasets/ds003095/versions/1.0.0,Polarization Dataset,2020-09-30,2020-08-26,38,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65","run1, run2, run4, run3",,,,No,n/a,Human,n/a,n/a,https://doi.org/10.1101/2020.04.30.071084,,"Zaki, J.",16.43
ds003096,https://openneuro.org/datasets/ds003096/versions/1.0.2,Valuation of peers' safe choices is associated with substance-naivete in adolescents',2020-09-21,2020-09-21,31,"MRI - anat, MRI - func",,,pinf,,,,No,n/a,,n/a,n/a,,,"PH, Chiu",4.6
ds003097,https://openneuro.org/datasets/ds003097/versions/1.2.1,AOMIC-ID1000,2020-12-03,2021-02-04,928,"MRI - dwi, MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",moviewatching,,,,No,n/a,Human,n/a,n/a,,https://doi.org/10.1101/2020.06.16.155317,"Scholte, Steven",90.71
ds003098,https://openneuro.org/datasets/ds003098/versions/1.0.0,ABCD protocol for BCBP,2020-08-29,2020-08-29,1,MRI - anat,,,,,,,No,n/a,,n/a,n/a,,,"Thorsen, Anders Lillevik",0.02
ds003103,https://openneuro.org/datasets/ds003103/versions/1.0.1,Consensus-seeking and conflict-resolving: an fMRI study on college couples’ shopping interaction,2020-08-31,2020-09-01,30,"MRI - func, MRI - anat",Healthy / Control,,cpshop,120,event-related,social neuroscience,No,n/a,Human,n/a,n/a,https://doi.org/10.1101/2020.03.11.986786,https://www.biorxiv.org/content/10.1101/2020.03.11.986786v1,"Kung, Chun-Chia",4.76
ds003104,https://openneuro.org/datasets/ds003104/versions/1.0.0,MNE-somato-data-bids (anonymized),2020-08-31,2020-08-31,1,"MRI - anat, MEG",,,somato,,,Somatosensation,No,n/a,Human,n/a,n/a,,,"Höchenberger, Richard",0.33
ds003114,https://openneuro.org/datasets/ds003114/versions/1.0.1,How ovarian hormones influence the behaviroal activation and inhibition system through the dopamine pathway,2020-09-02,2020-09-02,49,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",BAS/BIS,,between-subject resting-state fMRI,impulsivity,No,n/a,Human,n/a,n/a,10.1371/journal.pone.0237032,"Wang J-X, Zhuang J-Y, Fu L, Lei Q, Fan M, Zhang W (2020) How ovarian hormones influence the behavioral activation and inhibition system through the dopamine pathway. PLoS ONE 15(8): e0237032. https://doi.org/10.1371/journal.pone.0237032","Qin, Lei",2.24
ds003126,https://openneuro.org/datasets/ds003126/versions/1.3.1,,2020-09-10,2022-11-28,58,"MRI - func, MRI - anat",,0-10,read,,,,No,n/a,Human,n/a,n/a,,,"Landerl, Karin",3.84
ds003136,https://openneuro.org/datasets/ds003136/versions/1.0.0,Postnatal Affective MRI Dataset,2020-09-15,2020-09-12,25,"MRI - func, MRI - anat",,"18-25, 26-34","Neural Reactivity to Own- and Other-Infant Affect, Observing and Labeling Affective Faces",,,"postnatal, affect",Yes,n/a,Human,n/a,n/a,10.1016/j.dcn.2018.01.002,,"Haigler, Katherine",2.89
ds003138,https://openneuro.org/datasets/ds003138/versions/1.0.1,TODO: name of the dataset,2023-11-06,2023-11-06,53,"MRI - dwi, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",,3,,,Yes,n/a,Human,n/a,n/a,,,"Fink, Andreas",11.81
ds003145,https://openneuro.org/datasets/ds003145/versions/1.0.2,BOLD Verb Generation,2020-09-15,2020-09-18,147,"T1w, bold, sbref, fieldmap",,,verbgen,,,,No,n/a,,n/a,n/a,,,"Watkins, Kate",33.33
ds003146,https://openneuro.org/datasets/ds003146/versions/1.0.2,Vocal task,2020-09-15,2023-04-12,33,"MRI - func, MRI - anat",Healthy / Control,,Vocal music block-design fMRI,,Block,Auditory,No,n/a,Human,n/a,n/a,10.1371/journal.pone.0222796,,"Concha, Luis",5.28
ds003148,https://openneuro.org/datasets/ds003148/versions/1.0.1,Neuroimaging evidence for network sampling theory of human intelligence,2020-09-16,2020-09-16,60,"MRI - func, MRI - anat",,,"Feature, Digit, Odd, ML, Grammatical, Polygon, Paired, SOS, Spatial, Tree, Trouble, Rotation",,Block  design,Intelligence,No,n/a,Human,n/a,n/a,,,"Soreq, Eyal",22.51
ds003151,https://openneuro.org/datasets/ds003151/versions/2.0.1,Brain activity during a post-stress working memory task across the hormonal contraceptive cycle,2020-09-16,2021-04-06,20,"MRI - func, MRI - perf, MRI - anat",Healthy / Control,,n-back,20,within-subject,"working memory, stress",Yes,n/a,Human,n/a,n/a,https://doi.org/10.1016/j.ynstr.2020.100248,,"Mather, Mara",3.31
ds003170,https://openneuro.org/datasets/ds003170/versions/2.0.0,changepoint fmri,2020-10-16,2020-10-16,16,"MRI - func, MRI - anat",,,change-point fmri,,,,No,n/a,Human,n/a,n/a,10.1101/2020.05.11.089094,,"Kable, Joseph W.",33.34
ds003171,https://openneuro.org/datasets/ds003171/versions/2.0.1,Using anesthesia-induced loss of consciousness to identify biomarkers of conscious awareness in the healthy human brain,2020-09-23,2021-10-26,17,"MRI - func, MRI - dwi, MRI - anat",,,"audioawake, audiodeep, audiorecovery, rest, audiolight, restrecovery, restlight, audio, restdeep",,,Consciousness,No,n/a,Human,n/a,n/a,,,"Nichols, Emily Sophia",4.5
ds003176,https://openneuro.org/datasets/ds003176/versions/2.0.1,TODO: name of the dataset,2020-09-30,2022-07-19,34,"MRI - func, MRI - anat",,"18-25, 26-34",EyeMag,,,,No,n/a,,n/a,n/a,,,"Benedek, Mathias",23.63
ds003190,https://openneuro.org/datasets/ds003190/versions/1.0.1,Assesment of the visual stimuli properties in P300 paradigm,2020-10-01,2020-10-06,19,"channels, eeg, events",,,cnos,,,,Yes,n/a,Human,n/a,n/a,,,"Antelis, Javier M.",1.01
ds003192,https://openneuro.org/datasets/ds003192/versions/1.0.1,EuskalIBUR,2020-12-09,2020-12-14,7,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",Breath-holds,10,BreathHold,Physiology,No,n/a,Human,n/a,n/a,,http://biorxiv.org/content/early/2020/08/19/2020.08.18.256479.abstract,"Caballero-Gaudes, César",74.66
ds003194,https://openneuro.org/datasets/ds003194/versions/1.0.4,Neuroepo multisession,2020-10-13,2022-09-20,15,EEG,,,"task pre nepo, task 6m nepo ",,,,No,n/a,,n/a,n/a,,,"Ibanez, Ivonne Pedroso",0.18
ds003195,https://openneuro.org/datasets/ds003195/versions/1.0.4,Placebo Neuroepo multisession,2020-10-13,2022-09-20,10,EEG,,,"task placebo 6m , task placebo pre",,,,No,n/a,,n/a,n/a,,,"Ibanez, Ivonne Pedroso",0.12
ds003216,https://openneuro.org/datasets/ds003216/versions/3.0.11,Whole brain layer-fMRI connectome: An open dataset,2020-10-01,2023-10-30,3,"MRI - func, MRI - anat",,26-34,"test, movie, tapping",24,naturalistic free movie watching,brain,No,n/a,Human,n/a,n/a,,,"Huber, Renzo",80.4
ds003233,https://openneuro.org/datasets/ds003233/versions/1.2.1,Think Like an Expert,2020-10-06,2021-05-05,25,"MRI - func, MRI - anat",,"18-25, 26-34","wk1_vid1, wk1_vid2, wk1_vid4, wk1_vid3, wk2_vid1, wk1_vid5, wk2_vid2, wk2_vid3, wk3_vid3, wk3_vid2, wk3_vid1, wk3_vid4, wk4_vid2, wk4_vid3, wk4_vid4, wk4_vid1, wk5_vid1, wk5_vid2, wk5_vid3, wk5_vid4, wk6_wk1recap, wk6_placement, wk6_wk2recap, wk6_wk3recap, wk5_vid5, wk6_wk4recap, wk6_wk5recap",,,The neural basis of real-life learning,Yes,n/a,Human,No,Yes,https://doi.org/10.1038/s41467-021-22202-3,,"Hasson, Uri",27.13
ds003242,https://openneuro.org/datasets/ds003242/versions/1.0.0,"MRI data of 40 adult participants in response to a cue induced craving task following food fasting, social isolation and baseline (within-subject design)",2020-10-07,2020-10-06,96,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","CIC, midloc, TODO: full task name for CIC, TODO: full task name for midloc",,within-subjects,"Craving, Motivation, Food Fasting, Social Isolation",No,n/a,Human,n/a,n/a,[under revision],"Tomova, L., et al. (2020). Acute social isolation evokes midbrain craving responses similar to hunger. Nat Neurosci 23, 1597–1605.   https://www.nature.com/articles/s41593-020-00742-z ","Saxe, Rebecca",26.83
ds003325,https://openneuro.org/datasets/ds003325/versions/1.0.0,In vivo T1w MRI of a TDP-43 knock-in mouse model of ALS-FTD,2020-10-14,2020-10-14,33,MRI - anat,,,,,,,No,n/a,Mouse,n/a,n/a,"10.1038/s41593-018-0113-5, 10.1186/s40478-019-0800-9 ",https://doi.org/10.1101/2020.05.24.107177,"Sreedharan, Jemeen",0.06
ds003338,https://openneuro.org/datasets/ds003338/versions/1.1.0,bball,2020-10-31,2021-07-11,20,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50","subjects recall the end of three basketball games, subjects view the end of three basketball games, none",,Naturalistic,Cognitive neuroscience,Yes,n/a,Human,n/a,n/a,10.1101/2020.03.26.008714,https://www.biorxiv.org/content/10.1101/2020.03.26.008714v2,"Norman, Kenneth",49.25
ds003340,https://openneuro.org/datasets/ds003340/versions/1.0.4,Tasting Pictures: Viewing Images of Foods Evokes Taste-Quality-Specific Activity in Gustatory Insular Cortex,2020-10-25,2023-03-13,20,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50","Taste Mapping, Food Pictures",,Block Design,"Vision, Taste",No,n/a,Human,n/a,n/a,https://doi.org/10.1101/2020.10.14.307454,https://doi.org/10.1101/2020.10.14.307454,"Martin, Alex",61.59
ds003342,https://openneuro.org/datasets/ds003342/versions/1.0.0,Hand-selective visual regions represent how to grasp 3D tools for use: brain decoding during real actions,2020-10-21,2020-10-21,19,"MRI - func, MRI - anat",Healthy / Control,,"grasp, localiser",,Within-subject,Perception and Action,No,n/a,Human,n/a,n/a,https://doi.org/10.1101/2020.10.14.339606,https://doi.org/10.1101/2020.10.14.339606,"Rossit, Stephanie",7.27
ds003343,https://openneuro.org/datasets/ds003343/versions/2.0.1,Disentangling the percepts of illusory movement and sensory stimulation during tendon vibration in the EEG,2020-11-12,2021-05-05,20,EEG,,"18-25, 26-34",fps,216,,Perception,No,n/a,Human,Yes,Yes,,,"Diserens, Karin",0.65
ds003345,https://openneuro.org/datasets/ds003345/versions/1.0.2,PenaltyKik.02,2020-10-27,2021-06-09,75,"MRI - func, MRI - anat",,,PenaltyKik,,,,No,n/a,,No,Yes,,,"Pearson, John",15.3
ds003346,https://openneuro.org/datasets/ds003346/versions/1.1.2,SUDMEX_TMS: The Mexican dataset of an rTMS clinical trial on cocaine use disorder patients.,2020-10-29,2021-11-17,144,"MRI - dwi, MRI - anat, MRI - func",,"18-25, 26-34, 35-50",rest,,,,No,n/a,,No,Yes,,,"Rasgado, Jalil",13.18
ds003352,https://openneuro.org/datasets/ds003352/versions/1.0.0, ,2020-11-03,2020-11-04,18,MEG,,"11-17, 18-25, 26-34",ColorSpirals,,,,No,n/a,,Yes,Yes,,,"Conway, Bevil R.",214.29
ds003354,https://openneuro.org/datasets/ds003354/versions/1.0.1,Effective Connectivity of Empathy and Theory of Mind in Individuals with High Psychopathic Traits,2022-07-25,2022-07-25,10,"MRI - func, MRI - anat",,"18-25, 26-34",empatom,,,,No,Yes,,No,Yes,,,"Jansen, Andreas",1.88
ds003357,https://openneuro.org/datasets/ds003357/versions/1.0.0,The influence of heart rate variability biofeedback on cardiac regulation and functional brain connectivity,2020-11-06,2020-11-06,32,"MRI - func, MRI - anat",,,rest,,,,No,n/a,,No,Yes,,,"B{""a}r, Karl-J{""u}rgen",53.5
ds003358,https://openneuro.org/datasets/ds003358/versions/1.0.0,Brain Dynamics During Flow Experiences,2021-10-19,2020-11-06,35,"T1w, bold, events",,"18-25, 26-34, 35-50, 51-65",game,,Experiment,Flow,No,n/a,Human,No,Yes,https://doi.org/10.1093/joc/jqab044,,"Najera, Christina J.",22.22
ds003367,https://openneuro.org/datasets/ds003367/versions/1.0.0,Ascending arousal network connectivity during recovery from traumatic coma,2020-11-10,2020-11-10,40,MRI - dwi,,,,,,TBI,No,n/a,,No,Yes,,,"Edlow, Brian L.",1.09
ds003374,https://openneuro.org/datasets/ds003374/versions/1.1.1,Dataset of neurons and intracranial EEG from human amygdala during aversive dynamic visual stimulation,2020-11-11,2020-11-26,9,iEEG,,"18-25, 26-34, 35-50",jokeit,,,,No,n/a,,Yes,Yes,,,"Sarnthein, Johannes",0.16
ds003380,https://openneuro.org/datasets/ds003380/versions/1.0.0,"Corticothalamic communication under analgesia, sedation and gradual ischemia: a multimodal model of controlled gradual cerebral ischemia in pig",2020-11-13,2020-11-13,1,EEG,,,,,,,No,n/a,,Yes,Yes,,,"Bauer, Reinhard",0.02
ds003381,https://openneuro.org/datasets/ds003381/versions/1.0.1,Estimation of in-scanner head pose changes during structural MRI using a convolutional neural network trained on eye tracker video,2020-11-13,2022-05-24,21,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50, 51-65, 66+",TASK,,,,No,n/a,,No,Yes,,,"Devinsky, Orrin",7.73
ds003382,https://openneuro.org/datasets/ds003382/versions/1.5.0,Monash vis-fPET-fMRI,2020-11-16,2021-12-10,10,"MRI - func, PET_Static, MRI - anat, PET_Dynamic, PET",,"18-25, 26-34, 35-50","fullchecker, halfchecker, rest, checkerboard, rest fPET and fMRI",,Visual tasks and resting state,"Brain activity, fMRI and fPET, PET",No,n/a,Human,Yes,Yes,https://doi.org/10.1016/j.neuroimage.2019.01.003,"Jamadar, S. D., Ward, P. G., Li, S., Sforazzini, F., Baran, J., Chen, Z., & Egan, G. F. (2019). Simultaneous task-based BOLD-fMRI and [18-F] FDG functional PET for measurement of neuronal metabolism in the human visual cortex. Neuroimage, 189, 258-266. DOI: 10.1016/j.neuroimage.2019.01.003","Egan, Gary",9.95
ds003392,https://openneuro.org/datasets/ds003392/versions/1.0.4,NeuroSpin hMT+ Localizer DATA (MEG & aMRI),2020-11-20,2021-05-18,11,"MRI - anat, MEG",,,"localizer, noise",,,,No,n/a,,No,Yes,,,"Wassenhove, Virginie van",10.08
ds003397,https://openneuro.org/datasets/ds003397/versions/1.2.3,Monash-vis2PET-MR,2021-08-09,2022-03-06,15,"PET_Dynamic, MRI - func, MRI - anat, PET",Healthy / Control,18-25,"rest, checkerboard, Flashing checkerboard",,Between-subjects,Brain,No,n/a,Human,No,Yes,https://doi.org/10.1101/2021.08.02.454708,https://doi.org/10.1101/2021.08.02.454708,"Egan, Gary F",57.75
ds003401,https://openneuro.org/datasets/ds003401/versions/1.0.1,TODO: ASRT,2022-04-01,2020-11-30,35,"T1w, bold, events",,"18-25, 26-34","asrt, Aternating Serial Reaction Time task",,,,No,n/a,,No,Yes,,,"Jeon, Hyeon-Ae",6.65
ds003404,https://openneuro.org/datasets/ds003404/versions/1.0.3,Brain Network Mechanisms of Visual Shape Completion,2022-05-23,2024-05-15,20,"MRI - func, MRI - anat",,,"rest, viscomp",,,,No,n/a,,No,Yes,,,"Cole, Michael W",17.0
ds003416,https://openneuro.org/datasets/ds003416/versions/2.0.2,"MASiVar: Multisite, Multiscanner, and Multisubject Acquisitions for Studying Variability in Diffusion Weighted Magnetic Resonance Imaging",2020-12-03,2021-07-21,97,"MRI - dwi, MRI - anat",,"0-10, 18-25, 26-34, 35-50",,,,,No,n/a,,No,Yes,,,"Landman, Bennett A.",17.42
ds003417,https://openneuro.org/datasets/ds003417/versions/1.0.1,3D Mapping of Neurofibrillary Tangle Burden in the Human Medial Temporal Lobe,2020-12-04,2021-01-20,18,MRI - anat,,,,,,,No,n/a,,No,Yes,,,"Insausti, Ricardo",1.18
ds003420,https://openneuro.org/datasets/ds003420/versions/1.0.2,Dataset 1,2020-12-08,2020-12-13,23,EEG,,"18-25, 26-34, 35-50",,,,,No,n/a,,Yes,Yes,,,"Hassan, Mahmoud",47.09
ds003421,https://openneuro.org/datasets/ds003421/versions/1.0.2,Dataset 2,2020-12-08,2020-12-13,20,EEG,,"18-25, 35-50",PicturesNaming,,,,No,n/a,,Yes,Yes,,,"Hassan, Mahmoud",39.58
ds003424,https://openneuro.org/datasets/ds003424/versions/1.0.0,Identification of an Amygdala-Thalamic Circuit That Acts as a Central Gain Mechanism in Taste Perception,2020-12-15,2020-12-11,28,"MRI - func, MRI - dwi, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50","rest, taste",,Block,Taste perception,No,n/a,Human,No,Yes,https://doi.org/10.1523/JNEUROSCI.2618-19.2020,,"Small, Dana",49.6
ds003425,https://openneuro.org/datasets/ds003425/versions/1.0.2,Fear in the mind's eye: Mental imagery can generate and regulate acquired differential fear conditioned reactivity,2022-01-07,2022-02-09,13,"MRI - func, MRI - anat",,,"learning, prelearning, training, ring, wedge, regulate",,,,No,n/a,,No,Yes,,,"Kaplan, Jonas",6.1
ds003427,https://openneuro.org/datasets/ds003427/versions/1.0.0,Effects of Phase Regression on High-Resolution Functional MRI of the Primary Visual Cortex,2020-12-15,2020-12-15,4,"MRI - func, MRI - anat",,,8Hz Contrast Reversing Checkerboard,,,,No,n/a,,No,Yes,,,"Gati, Joseph S",8.24
ds003430,https://openneuro.org/datasets/ds003430/versions/1.2.0, Visual image reconstruction from human brain activity during selective attention unveils subjective visual images,2020-12-28,2022-01-11,7,"MRI - func, MRI - anat",Healthy / Control,,"attentionNaturalTestImage, perceptionNaturalImageTraining, GODTrain, deeprecon, GODtrain",,,,No,n/a,Human,No,No,,,"Kamitani, Yukiyasu",105.01
ds003433,https://openneuro.org/datasets/ds003433/versions/1.0.1,newbi4fmri Localizer,2020-12-17,2020-12-17,18,"MRI - func, MRI - anat",,,newbi4fmri_Localizer,,,,No,n/a,,No,Yes,,,"Cusiac, Rebekka Lagace",7.15
ds003434,https://openneuro.org/datasets/ds003434/versions/1.0.1,newbi4fmri Main Experiment,2020-12-17,2020-12-17,18,"MRI - func, MRI - anat",,,newbi4fmri_MainExp,,,,No,n/a,,No,Yes,,,"Cusiac, Rebekka Lagace",18.65
ds003436,https://openneuro.org/datasets/ds003436/versions/1.0.0,Agreeableness personality trait and social information encoding,2021-03-04,2020-12-17,55,"MRI - func, MRI - anat",,"18-25, 26-34",ANIM,,,,No,n/a,,No,Yes,,,"Rumiati, Raffaella I.",5.62
ds003437,https://openneuro.org/datasets/ds003437/versions/1.0.2,Protecting the Aging Brain - Diet-Study,2021-01-02,2021-06-04,12,"MRI - func, MRI - anat",,,"motor, rest, spanav",,Within subject,"brain metabolism, brain aging, diabetes",No,n/a,Human,No,No,10.1073/pnas.1913042117,,"Clarke, Kieran",151.08
ds003438,https://openneuro.org/datasets/ds003438/versions/1.0.0,newbi4fmri2020 Variant1 Suboptimal Block Designs,2020-12-18,2020-12-18,1,"MRI - func, MRI - anat",,,newbi4fmri_VAR1_Suboptimal-Block-Designs,,,,No,n/a,,No,Yes,,,"Cusiac, Rebekka Lagace",1.31
ds003439,https://openneuro.org/datasets/ds003439/versions/1.0.0,newbi4fmri2020 Variant2 Suboptimal Slow Event Related,2020-12-18,2020-12-18,1,"MRI - func, MRI - anat",,,newbi4fmri_VAR2_Baselines-and-Slow-Event-Related,,,,No,n/a,,No,Yes,,,"Cusiac, Rebekka Lagace",1.36
ds003440,https://openneuro.org/datasets/ds003440/versions/1.0.0,newbi4fmri2020 Variant3 Caffeine,2020-12-18,2020-12-18,1,"MRI - func, MRI - anat",,,newbi4fmri_VAR3_Caffeine,,,,No,n/a,,No,Yes,,,"Cusiac, Rebekka Lagace",0.8
ds003441,https://openneuro.org/datasets/ds003441/versions/1.0.0,newbi4fmri2020 Variant4 Motion,2020-12-18,2020-12-18,2,"MRI - func, MRI - anat",,,newbi4fmri_VAR4_Motion,,,,No,n/a,,No,Yes,,,"Cusiac, Rebekka Lagace",2.53
